date,times,crime,location,disposition,location_geo,lat,long
8/27/13,9:28:43,MVA HIT & RUN,OLYMPIC NORTH and RIDGEMONT RD,REPORT INITIATED,OLYMPIC NORTH and RIDGEMONT RD Waterloo Iowa,42.4605479,-92.3716989
8/27/13,13:23:54,BURGLARY,1119 KERN ST,REPORT INITIATED,1119 KERN ST Waterloo Iowa,42.514734,-92.360786
8/27/13,15:14:46,BURGLARY,1827-.5 COMMERCIAL ST,REPORT INITIATED,1827-.5 COMMERCIAL ST Waterloo Iowa,42.499439,-92.3462384
8/27/13,15:16:09,MVA HIT & RUN,KIMBALL AV and WILLISTON AV,REPORT INITIATED,KIMBALL AV and WILLISTON AV Waterloo Iowa,42.4839188,-92.3572316
8/27/13,15:17:48,MVA HIT & RUN,117 WELLINGTON ST,REPORT INITIATED,117 WELLINGTON ST Waterloo Iowa,42.493467,-92.350137
8/27/13,16:54:17,ASSAULT,425 E RIDGEWAY AV,WARNED & ADVISED,425 E RIDGEWAY AV Waterloo Iowa,42.471221,-92.352119
8/27/13,22:31:21,ASSAULT/AMBULANCE REQUESTED,3210 WEST RIDGE DR,ASSISTED,3210 WEST RIDGE DR Waterloo Iowa,42.468921,-92.380619
8/28/13,9:27:11,ASSAULT,1306-333 W DONALD ST,REFERRED WITHIN DEPT,1306-333 W DONALD ST Waterloo Iowa,42.5276205,-92.3418514
8/28/13,12:16:52,ASSAULT,1303-7 RAVENWOOD RD,REPORT INITIATED,1303-7 RAVENWOOD RD Waterloo Iowa,42.4628931,-92.3402674
8/28/13,17:30:10,WEAPON:SHOTS FIRED,1320 MULBERRY ST,REPORT INITIATED,1320 MULBERRY ST Waterloo Iowa,42.494297,-92.326175
8/28/13,18:06:53,ASSAULT,5755 KNOLLVIEW DR,REPORT INITIATED,5755 KNOLLVIEW DR Waterloo Iowa,42.4312353,-92.2914401
8/28/13,22:13:12,ASSAULT,201 MULBERRY ST,VERBAL WARNING,201 MULBERRY ST Waterloo Iowa,42.502653,-92.33797
8/29/13,0:22:59,BURGLARY IN PROGRESS/JUST,1120 W 5TH ST,REPORT INITIATED,1120 W 5TH ST Waterloo Iowa,42.487445,-92.348955
8/29/13,1:09:27,BURGLARY,243-D MIRIAM DR,REPORT INITIATED,243-D MIRIAM DR Waterloo Iowa,42.478654,-92.3530928
8/29/13,4:07:52,BURGLARY,628 W 1ST ST,REPORT INITIATED,628 W 1ST ST Waterloo Iowa,42.494304,-92.348724
8/29/13,13:17:53,BURGLARY,238 LINWOOD AV,REPORT INITIATED,238 LINWOOD AV Waterloo Iowa,42.48431,-92.336741
8/29/13,14:03:10,WEAPONS VIOLATIONS,W 11TH ST and WILLISTON AV,REFERRED WITHIN DEPT,W 11TH ST and WILLISTON AV Waterloo Iowa,42.4838865,-92.3351563
8/29/13,19:51:05,ASSAULT/AMBULANCE REQUESTED,1236 HOWREY AV,REPORT INITIATED,1236 HOWREY AV Waterloo Iowa,42.496483,-92.368724
8/29/13,20:06:02,BURGLARY IN PROGRESS/JUST,3813 CEDAR KNOLL CIR,WARNED & ADVISED,3813 CEDAR KNOLL CIR Waterloo Iowa,42.4332991,-92.296869
8/30/13,8:11:15,ASSAULT,E DONALD ST and HOPE AV,REPORT INITIATED,E DONALD ST and HOPE AV Waterloo Iowa,42.5275991,-92.3363449
8/30/13,8:51:13,ASSAULT,500 SYCAMORE ST,REPORT INITIATED,500 SYCAMORE ST Waterloo Iowa,42.49859,-92.337036
8/30/13,9:27:11,ASSAULT/AMBULANCE REQUESTED,425-2 DENVER ST,REPORT INITIATED,425-2 DENVER ST Waterloo Iowa,42.487506,-92.352745
8/30/13,11:39:25,ASSAULT,518 JEFFERSON ST,REPORT INITIATED,518 JEFFERSON ST Waterloo Iowa,42.494406,-92.341403
8/30/13,12:25:02,BURGLARY,1432 BYRON AV,REPORT INITIATED,1432 BYRON AV Waterloo Iowa,42.480004,-92.336213
8/30/13,16:11:55,MVA HIT & RUN,1636 W 4TH ST,REPORT INITIATED,1636 W 4TH ST Waterloo Iowa,42.484392,-92.356913
8/30/13,16:17:51,MVA HIT & RUN,1334 FLAMMANG DR,REPORT INITIATED,1334 FLAMMANG DR Waterloo Iowa,42.458825,-92.330526
8/30/13,17:16:07,MVA HIT & RUN,1000-BLK E SAN MARNAN DR,REFERRED WITHIN DEPT,1000-BLK E SAN MARNAN DR Waterloo Iowa,42.4572493,-92.3368572
8/30/13,20:40:49,ASSAULT,823 MARSH ST,REPORT INITIATED,823 MARSH ST Waterloo Iowa,42.4834696,-92.3584784
8/30/13,20:44:15,WEAPONS VIOLATIONS,W 5TH ST and ALLEN ST,WARNED & ADVISED,W 5TH ST and ALLEN ST Waterloo Iowa,42.4883535,-92.3467193
8/30/13,21:26:43,MVA HIT & RUN,400 E TOWER PARK DR,REPORT INITIATED,400 E TOWER PARK DR Waterloo Iowa,42.4552625,-92.3490547
8/30/13,23:50:37,ASSAULT IN PROGRESS/JUST,1006 HOME PARK BLVD,WARNED & ADVISED,1006 HOME PARK BLVD Waterloo Iowa,42.4860358,-92.3707277
8/31/13,5:51:45,ASSAULT IN PROGRESS/JUST,HAMMOND AV and PATTON AV,WARNED & ADVISED,HAMMOND AV and PATTON AV Waterloo Iowa,42.4775447,-92.3375127
8/31/13,14:26:35,ASSAULT,2207 E 4TH ST,ASSISTED,2207 E 4TH ST Waterloo Iowa,42.518658,-92.333102
8/31/13,16:26:06,ASSAULT IN PROGRESS/JUST,3035 HAMMOND AV,REPORT INITIATED,3035 HAMMOND AV Waterloo Iowa,42.468939,-92.336353
8/31/13,22:13:02,WEAPONS VIOLATIONS,257 ANSBOROUGH AV,WARNED & ADVISED,257 ANSBOROUGH AV Waterloo Iowa,42.508974,-92.373319
