date,times,crime,location,disposition,location_geo,lat,long
5/9/13,14:43:37,ROBBERY,1813-27 W 8TH ST,REPORT INITIATED,1813-27 W 8TH ST Cedar Falls Iowa,42.5314718,-92.4664355
5/12/13,1:55:04,ASSAULT/AMBULANCE REQUESTED,1315-11 W 1ST ST,REPORT INITIATED,1315-11 W 1ST ST Cedar Falls Iowa,42.538113,-92.461602
5/13/13,17:09:14,ASSAULT,505 HOLMES DR,WARNING & ADVISED,505 HOLMES DR Cedar Falls Iowa,42.5348385,-92.4710431
5/13/13,15:47:26,ROBBERY IN PROGRESS/JUST,402 VIKING PLAZA DR,REPORT INITIATED,402 VIKING PLAZA DR Cedar Falls Iowa,42.4804486,-92.4443479
5/14/13,13:35:33,ASSAULT,1119-6 MAPLEWOOD DR,REPORT INITIATED,1119-6 MAPLEWOOD DR Cedar Falls Iowa,42.5089814,-92.4327035
5/14/13,17:16:10,ASSAULT,525 BRANDILYNN BLVD,REPORT INITIATED,525 BRANDILYNN BLVD Cedar Falls Iowa,42.4863799,-92.440025
5/14/13,18:49:29,ASSAULT,2419 FERN AV,REPORT INITIATED,2419 FERN AV Cedar Falls Iowa,42.557801,-92.453134
5/15/13,17:13:16,ASSAULT,2628 BIG WOODS RD,ASSISTED,2628 BIG WOODS RD Cedar Falls Iowa,42.560494,-92.436975
5/20/13,10:54:33,WEAPONS VIOLATIONS,2216 LINCOLN ST,WARNING & ADVISED,2216 LINCOLN ST Cedar Falls Iowa,42.542832,-92.417774
5/21/13,19:09:09,ASSAULT,2308-2 CENTER ST,REPORT INITIATED,2308-2 CENTER ST Cedar Falls Iowa,42.556857,-92.456791
5/22/13,8:55:28,ASSAULT IN PROGRESS/JUST,1115 W 1ST ST,REPORT INITIATED,1115 W 1ST ST Cedar Falls Iowa,42.53823,-92.459278
5/27/13,22:15:22,ASSAULT IN PROGRESS/JUST,3003 HIAWATHA RD,REPORT INITIATED,3003 HIAWATHA RD Cedar Falls Iowa,42.563054,-92.462237
6/1/13,18:37:59,ASSAULT IN PROGRESS/JUST,2124-323 W 27TH ST,Unknown,2124-323 W 27TH ST Cedar Falls Iowa,42.512065,-92.471818
6/6/13,17:06:40,WEAPONS VIOLATIONS,2009 FOUR WINDS DR,VERBAL WARNING,2009 FOUR WINDS DR Cedar Falls Iowa,42.503161,-92.469555
6/9/13,7:39:00,Sexual Assault - Assist,Off Campus,Closed,UNI,NA,NA
6/11/13,15:54:44,ASSAULT,1813-61 W 8TH ST,REPORT INITIATED,1813-61 W 8TH ST Cedar Falls Iowa,42.5314718,-92.4664355
6/15/13,18:59:21,WEAPON:SHOTS FIRED,1600 W VIKING RD,REPORT INITIATED,1600 W VIKING RD Cedar Falls Iowa,42.4840141,-92.4632286
6/20/13,18:28:02,ASSAULT IN PROGRESS/JUST,1200-BLK LONGVIEW ST,Unknown,1200-BLK LONGVIEW ST Cedar Falls Iowa,42.5545297,-92.4592573
6/21/13,16:09:03,ASSAULT IN PROGRESS/JUST,2308-2 CENTER ST,REPORT INITIATED,2308-2 CENTER ST Cedar Falls Iowa,42.556857,-92.456791
6/22/13,12:24:09,ASSAULT,524 MAIN ST,WARNING & ADVISED,524 MAIN ST Cedar Falls Iowa,42.5335951,-92.445491
6/22/13,1:47:16,ASSAULT IN PROGRESS/JUST,1217-6 MAPLEWOOD DR,WARNING & ADVISED,1217-6 MAPLEWOOD DR Cedar Falls Iowa,42.5093108,-92.4316716
6/22/13,1:26:50,ASSAULT/AMBULANCE REQUESTED,407 MAIN ST,REPORT INITIATED,407 MAIN ST Cedar Falls Iowa,42.534738,-92.445914
6/23/13,9:55:56,STABBING IN,1115 WESTERN AV,REPORT INITIATED,1115 WESTERN AV Cedar Falls Iowa,42.557539,-92.459144
6/24/13,13:30:25,WEAPONS VIOLATIONS,2124-1012 W 27TH ST,REPORT INITIATED,2124-1012 W 27TH ST Cedar Falls Iowa,42.512065,-92.471818
7/1/13,22:30:38,ASSAULT IN PROGRESS/JUST,1212 LILAC LN,REPORT INITIATED,1212 LILAC LN Cedar Falls Iowa,42.507881,-92.431572
7/2/13,0:08:11,ASSAULT IN PROGRESS/JUST,2216-34 LINCOLN ST,E1,2216-34 LINCOLN ST Cedar Falls Iowa,42.542832,-92.417774
7/8/13,7:58:14,ASSAULT,4117-129 UNIVERSITY AV,REPORT INITIATED,4117-129 UNIVERSITY AV Cedar Falls Iowa,42.504835,-92.407375
7/8/13,21:56:33,ASSAULT,6604-36 SAPPHIRE RD,WARNING & ADVISED,6604-36 SAPPHIRE RD Cedar Falls Iowa,42.5030431,-92.4075765
7/12/13,14:54:55,ASSAULT,110 N COLLEGE ST,REPORT INITIATED,110 N COLLEGE ST Cedar Falls Iowa,42.5382421,-92.4558604
7/20/13,18:42:34,ASSAULT,3025 S MAIN ST,REPORT INITIATED,3025 S MAIN ST Cedar Falls Iowa,42.509624,-92.448528
7/28/13,4:52:23,ASSAULT,824 MAIN ST,REPORT INITIATED,824 MAIN ST Cedar Falls Iowa,42.530657,-92.445116
8/9/13,1:00:44,ASSAULT,6420-BLK UNIVERSITY AV,REPORT INITIATED,6420-BLK UNIVERSITY AV Cedar Falls Iowa,42.5133984,-92.4361369
8/10/13,23:05:35,ASSAULT,209-A STATE ST,REPORT INITIATED,209-A STATE ST Cedar Falls Iowa,42.536487,-92.4444819
8/11/13,11:10:05,WEAPON:SHOTS FIRED,604-12 E SEERLEY BLVD,WARNING & ADVISED,604-12 E SEERLEY BLVD Cedar Falls Iowa,42.5157818,-92.4396988
8/15/13,14:06:00,ASSAULT,1813-23 W 8TH ST,REPORT INITIATED,1813-23 W 8TH ST Cedar Falls Iowa,42.5314718,-92.4664355
8/19/13,2:48:34,WEAPON:SHOTS FIRED,229 N DIVISION ST,WARNING & ADVISED,229 N DIVISION ST Cedar Falls Iowa,42.539675,-92.4603829
8/23/13,17:41:53,ASSAULT IN PROGRESS/JUST,700-723 W RIDGEWAY AV,ASSISTED,700-723 W RIDGEWAY AV Cedar Falls Iowa,42.4695196,-92.4546052
8/27/13,23:00:00,Assault,Dancer Hall,Open,UNI,42.518335,-92.461463
8/27/13,20:01:11,ASSAULT,2223 COLLEGE ST,REPORT INITIATED,2223 COLLEGE ST Cedar Falls Iowa,42.517066,-92.456158
8/29/13,9:09:12,ASSAULT,21ST ST and WALNUT ST,REPORT INITIATED,21ST ST and WALNUT ST Cedar Falls Iowa,42.5188394,-92.4533753
8/30/13,12:37:07,ASSAULT,2323 MAIN ST,REPORT INITIATED,2323 MAIN ST Cedar Falls Iowa,42.516198,-92.446175
8/30/13,15:21:58,ASSAULT,108-B3 BALBOA AV,WARNING & ADVISED,108-B3 BALBOA AV Cedar Falls Iowa,42.4980232,-92.4460656
9/2/13,1:05:37,ASSAULT IN PROGRESS/JUST,401 MAIN ST,REPORT INITIATED,401 MAIN ST Cedar Falls Iowa,42.534867,-92.445914
9/4/13,18:04:13,ASSAULT,700-843 W RIDGEWAY AV,REPORT INITIATED,700-843 W RIDGEWAY AV Cedar Falls Iowa,42.4695247,-92.4554539
9/5/13,13:50:00,Assault - Assist,Off Campus,Closed,UNI,NA,NA
9/7/13,14:20:58,ASSAULT,1315-20 W 1ST ST,ASSISTED,1315-20 W 1ST ST Cedar Falls Iowa,42.538113,-92.461602
9/8/13,2:31:07,ROBBERY,800-BLK W 23RD ST,REPORT INITIATED,800-BLK W 23RD ST Cedar Falls Iowa,42.516714,-92.4558066
9/8/13,2:44:00,Robbery - Assist,Off Campus,Closed,UNI,NA,NA
9/10/13,18:25:00,Assault,Dancer Hall,Open,UNI,42.518335,-92.461463
9/12/13,15:38:00,Assault,Dancer Hall,Open,UNI,42.518335,-92.461463
9/15/13,20:07:08,WEAPON:SHOTS FIRED,1008 CARRIAGE LN,REPORT INITIATED,1008 CARRIAGE LN Cedar Falls Iowa,42.529382,-92.469389
9/20/13,17:41:36,WEAPONS VIOLATIONS,6301 UNIVERSITY AV,REPORT INITIATED,6301 UNIVERSITY AV Cedar Falls Iowa,42.5110991,-92.4359608
9/21/13,14:27:34,ASSAULT,220 CLAY ST,REPORT INITIATED,220 CLAY ST Cedar Falls Iowa,42.536401,-92.447759
9/21/13,3:11:49,ASSAULT,2000-BLK COLLEGE ST,REPORT INITIATED,2000-BLK COLLEGE ST Cedar Falls Iowa,42.5197477,-92.4557632
9/21/13,17:11:43,ASSAULT,1017 W 19TH ST,REPORT INITIATED,1017 W 19TH ST Cedar Falls Iowa,42.521616,-92.457507
9/21/13,1:48:58,ASSAULT IN PROGRESS/JUST,401 MAIN ST,REPORT INITIATED,401 MAIN ST Cedar Falls Iowa,42.534867,-92.445914
9/23/13,18:55:29,WEAPON:SHOTS FIRED,2800-BLK ALAMEDA ST,WARNING & ADVISED,2800-BLK ALAMEDA ST Cedar Falls Iowa,42.5130374,-92.4124073
9/24/13,1:26:26,ASSAULT IN PROGRESS/JUST,1813-7 W 8TH ST,WARNING & ADVISED,1813-7 W 8TH ST Cedar Falls Iowa,42.5314718,-92.4664355
9/26/13,20:39:58,ASSAULT IN PROGRESS/JUST,E 1ST ST and MAIN ST,EXTRA ATTENTION,E 1ST ST and MAIN ST Cedar Falls Iowa,42.5379237,-92.4455264
9/27/13,18:52:06,ASSAULT,2905 SUNNY LN,REPORT INITIATED,2905 SUNNY LN Cedar Falls Iowa,42.512148,-92.419189
9/27/13,2:34:39,ASSAULT/AMBULANCE REQUESTED,1422 MADISON ST,Unknown,1422 MADISON ST Cedar Falls Iowa,42.51924,-92.42817
9/29/13,0:20:01,ASSAULT IN PROGRESS/JUST,4TH ST and STATE ST,REPORT INITIATED,4TH ST and STATE ST Cedar Falls Iowa,42.535026,-92.4442142
9/30/13,0:45:28,ASSAULT,1215-5 MAPLEWOOD DR,REPORT INITIATED,1215-5 MAPLEWOOD DR Cedar Falls Iowa,42.5092919,-92.4316975
10/1/13,15:34:12,ASSAULT,300-BLK MAIN ST,REPORT INITIATED,300-BLK MAIN ST Cedar Falls Iowa,42.5359295,-92.4454648
10/1/13,16:45:32,ASSAULT,1708 PRIMROSE DR,REPORT INITIATED,1708 PRIMROSE DR Cedar Falls Iowa,42.504708,-92.425701
10/4/13,14:25:56,ASSAULT,220 CLAY ST,WARNING & ADVISED,220 CLAY ST Cedar Falls Iowa,42.536401,-92.447759
10/8/13,14:59:57,ASSAULT,700-243 W RIDGEWAY AV,REPORT INITIATED,700-243 W RIDGEWAY AV Cedar Falls Iowa,42.4695097,-92.4499044
10/9/13,20:18:52,ASSAULT,3320 PANTHER LN,REPORT INITIATED,3320 PANTHER LN Cedar Falls Iowa,42.50798,-92.460861
10/11/13,0:26:00,Assault,27th St and Minnesota St,Closed,UNI,42.514294,-92.462687
10/11/13,11:48:56,WEAPONS VIOLATIONS,1925 WALNUT ST,WARNING & ADVISED,1925 WALNUT ST Cedar Falls Iowa,42.520462,-92.453784
10/12/13,15:43:00,Assault,UNI Dome Lot,Open,UNI,42.514768,-92.469188
10/12/13,22:17:49,ASSAULT IN PROGRESS/JUST,2019 COLLEGE ST,REPORT INITIATED,2019 COLLEGE ST Cedar Falls Iowa,42.51893,-92.456235
10/13/13,11:34:54,WEAPONS VIOLATIONS,4411-18 ZIRCON LN,WARNING & ADVISED,4411-18 ZIRCON LN Cedar Falls Iowa,42.5036411,-92.4084592
10/14/13,22:42:29,ASSAULT/AMBULANCE REQUESTED,1215-5 MAPLEWOOD DR,REPORT INITIATED,1215-5 MAPLEWOOD DR Cedar Falls Iowa,42.5092919,-92.4316975
10/16/13,19:43:23,ASSAULT IN PROGRESS/JUST,2320 COOLEY ST,WARNING & ADVISED,2320 COOLEY ST Cedar Falls Iowa,42.5266779,-92.418107
10/18/13,20:14:29,ASSAULT,515 COLLEGE ST,REPORT INITIATED,515 COLLEGE ST Cedar Falls Iowa,42.533955,-92.458382
10/23/13,15:36:52,ROBBERY IN PROGRESS/JUST,1123 BLUFF ST,REPORT INITIATED,1123 BLUFF ST Cedar Falls Iowa,42.527946,-92.443297
10/27/13,2:32:10,ASSAULT/AMBULANCE REQUESTED,HWY 58 and WATERLOO RD OVERPASS,REPORT INITIATED,HWY 58 and WATERLOO RD OVERPASS Cedar Falls Iowa,42.5348993,-92.4453161
10/30/13,N/A,Sexual Assault,Hagemann Hall,Open,UNI,42.512416,-92.464008
10/31/13,23:42:49,ASSAULT,1211 W 8TH ST,REPORT INITIATED,1211 W 8TH ST Cedar Falls Iowa,42.5317,-92.460358
11/3/13,2:30:38,ASSAULT,209-A STATE ST,ARREST,209-A STATE ST Cedar Falls Iowa,42.536487,-92.4444819
11/4/13,16:13:00,ASSAULT,2002 COLLEGE ST,REPORT INITIATED,2002 COLLEGE ST Cedar Falls Iowa,42.5196199,-92.4555439
11/5/13,14:58:31,ROBBERY,4410-133 UNIVERSITY AV,REPORT INITIATED,4410-133 UNIVERSITY AV Cedar Falls Iowa,42.507429,-92.410362
11/6/13,9:45:54,ASSAULT,519 W 1ST ST,REPORT INITIATED,519 W 1ST ST Cedar Falls Iowa,42.538098,-92.451658
11/7/13,20:41:18,ASSAULT,2216-1 LINCOLN ST,REPORT INITIATED,2216-1 LINCOLN ST Cedar Falls Iowa,42.542832,-92.417774
11/11/13,0:31:47,ASSAULT/AMBULANCE REQUESTED,1031-4 MAPLEWOOD DR,ASSISTED,1031-4 MAPLEWOOD DR Cedar Falls Iowa,42.5091338,-92.4328567
11/16/13,22:16:32,ASSAULT IN PROGRESS/JUST,2927 ABRAHAM DR,REPORT INITIATED,2927 ABRAHAM DR Cedar Falls Iowa,42.531667,-92.480054
11/18/13,1:20:17,ASSAULT/AMBULANCE REQUESTED,204 MAIN ST,REPORT INITIATED,204 MAIN ST Cedar Falls Iowa,42.536664,-92.445141
11/28/13,11:42:45,ASSAULT,4309 JENNIFER LN,REPORT INITIATED,4309 JENNIFER LN Cedar Falls Iowa,42.4993203,-92.4301938
12/2/13,18:25:53,ASSAULT,1804 BIRCH ST,REPORT INITIATED,1804 BIRCH ST Cedar Falls Iowa,42.522,-92.434847
12/8/13,15:35:00,Assault,E St,Closed,UNI,42.507286,-92.453878
12/12/13,22:48:22,ASSAULT,1813-19 W 8TH ST,REPORT INITIATED,1813-19 W 8TH ST Cedar Falls Iowa,42.5314718,-92.4664355
12/15/13,14:11:00,Assault,Dancer Hall,Open,UNI,42.518335,-92.461463
12/17/13,20:33:19,ASSAULT,800-BLK MAIN ST,REPORT INITIATED,800-BLK MAIN ST Cedar Falls Iowa,42.5313834,-92.4455193
12/20/13,0:31:28,ROBBERY IN PROGRESS/JUST,6719 UNIVERSITY AV,REPORT INITIATED,6719 UNIVERSITY AV Cedar Falls Iowa,42.5125839,-92.439373
12/30/13,6:48:46,ASSAULT IN PROGRESS,5522-53 PERIDOT RD,REPORT INITIATED,5522-53 PERIDOT RD Cedar Falls Iowa,42.5028016,-92.4083411
